Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	Only identified by site	Reverse	Contaminant	t-test Significant	PEP	Intensity	Unique peptides	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Peptide IDs	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	-Log t-test p value	t-test Difference	Protein IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T	T
#!{C:Group1}puf3	puf3	puf3	puf3	puf3	wt	wt	wt	wt	wt																																	
24.30918	23.13846	24.29425	19.92627	24.35057	22.85983	19.58643	22.87864	23.24697	19.27571					8.102E-08	97264000	2	1	1	1	0	1	1	0	1	1	0	20.2	NaN	13.1	13.1	13.1	0	13.1	13.1	0	7.1	13.1	0	0.66186271590487	1.63423042297363	YBR089C-A	YBR089C-A
21.20777	22.77242	24.67535	24.05581	25.03599	24.95677	22.70658	21.97095	24.64944	23.40497					1.2173E-22	169160000	5	1	1	3	3	4	4	1	1	2	2	15.6	NaN	7.1	3.4	12.2	12	14.1	13.7	3.4	3.4	5.1	10.5	0.00439375374595154	0.0117263793945313	YBR092C;YBR093C;YAR071W;YHR215W	YBR092C;YBR093C
22.26734	23.804	20.19863	22.11172	21.53578	19.53713	18.54675	22.01274	19.39314	22.2674					2.2219E-11	37235000	4	1	3	0	1	1	0	0	2	1	1	6	NaN	1.5	4.5	0	1.9	1.3	0	0	2.8	1.3	1.3	0.905606927899756	1.63206253051758	YBR094W	YBR094W
21.22093	18.46622	20.11007	21.13884	19.97106	22.10335	22.43242	21.60653	19.39762	18.27074					1.8768E-17	18112000	3	1	0	0	1	0	2	3	2	0	0	9.1	NaN	2.6	0	0	2.6	0	6	9.1	5.6	0	0	0.250846509212526	-0.580707550048828	YBR095C	YBR095C
24.79059	24.76926	24.55859	24.03078	25.31161	23.2571	24.764	24.45532	23.84096	24.3132					3.2865E-53	238500000	5	4	4	3	1	4	2	4	3	2	2	27.6	NaN	24.1	24.1	17.9	6.6	21.4	14.1	24.1	17.9	14.5	14.5	0.888314514260634	0.566050720214843	YBR101C	YBR101C
19.27918	19.54102	19.08262	18.87753	20.43261	19.21079	18.97096	23.68089	18.34715	17.06592					6.0452E-09	15187000	3	0	0	0	1	0	1	1	1	0	1	4.9	NaN	0	0	0	1.6	0	1.6	1.6	1.9	0	1.5	0.00367348925100843	-0.0125488281250021	YBR102C	YBR102C
27.5809	26.24943	28.69106	25.67759	28.49922	26.33521	26.73208	24.40445	26.57371	26.0914					1.2239E-95	1536700000	6	5	2	6	2	4	4	4	1	4	2	53.1	NaN	44.9	14.3	53.1	14.3	30.6	32	37.4	8.2	37.4	14.3	0.956015321680484	1.31226959228516	YBR109C	YBR109C
21.48522	22.27892	18.83955	23.44658	24.09321	21.67698	21.78089	22.61648	18.09863	23.51232					1.8646E-07	62705000	3	2	1	0	2	2	1	1	1	0	2	16	NaN	10.4	6.5	0	12.1	12.1	5.6	5.6	5.6	0	12.1	0.145687098887004	0.491638946533204	YBR111C	YBR111C
24.83697	24.74781	25.42342	24.54804	24.8531	24.40542	24.79872	24.00222	23.28334	24.21111				+	1.7965E-107	255820000	11	5	6	6	6	5	4	5	4	4	5	17.5	NaN	7.2	7.9	9	7.1	7.6	6.4	8.4	4.5	4.8	7.1	1.46846018798533	0.741706085205077	YBR112C	YBR112C
25.9411	25.84254	26.64719	25.90224	27.43801	25.92252	25.86084	25.2463	24.8892	25.56389				+	1.1274E-168	719250000	22	10	9	10	7	13	9	10	6	8	14	21.8	NaN	10.8	11.6	10	8.7	12.9	9.9	11.9	8.2	8.8	16.7	1.33583163859155	0.857663345336913	YBR115C	YBR115C
33.01681	33.13932	33.10303	33.20726	33.31162	32.75484	32.76849	32.81088	32.80663	33.02589				+	7.5015E-183	86311000000	25	17	18	16	18	18	16	16	18	16	19	58.3	NaN	45.2	46.7	42.4	50.9	48.3	43.7	42.4	47.6	43.4	51.3	2.75815864228677	0.322261047363277	YPR080W;YBR118W	YPR080W;YBR118W
29.48516	29.6089	30.23078	29.80672	30.14649	29.16298	28.94701	29.12834	29.06402	29.62784				+	0	8054100000	35	19	16	25	23	25	20	19	21	18	19	55.8	NaN	37.5	30.3	41.1	42	45.3	38.1	35.2	39.7	34.9	34.8	2.14773042326286	0.669570922851563	YBR121C	YBR121C
25.86502	26.40124	25.8452	25.02373	26.17936	24.95216	25.05304	25.16477	25.08225	24.78646				+	9.1322E-66	489470000	7	6	6	4	3	5	5	3	5	6	4	18.8	NaN	17.2	15.2	10.1	8.3	13.7	13.5	7.1	13.7	17.2	11.7	2.10694848371402	0.855176544189451	YBR126C	YBR126C
29.30036	29.30171	29.88746	29.83136	29.67396	29.62951	29.11865	29.06912	29.04307	29.12379				+	0	7242700000	27	19	16	21	18	18	19	16	18	20	16	62.9	NaN	49.3	41.4	52.2	42.4	46.8	48.5	41.4	47	48.9	40.8	1.36842320003455	0.402144622802737	YBR127C	YBR127C
19.39543	22.32331	20.16573	23.63489	22.14861	19.19949	20.57376	23.64581	19.45452	21.81073					1.7469E-53	41288000	4	0	1	0	2	1	0	1	3	0	1	14.8	NaN	0	3.5	0	7.3	3.8	0	5.4	9.4	0	3.5	0.214527722924856	0.59673194885254	YBR130C	YBR130C
19.42343	22.23664	23.02535	18.50618	20.3332	19.3584	18.85163	19.10382	19.11543	19.09086					7.6141E-07	16907000	1	1	1	1	1	1	0	1	1	0	1	2.8	3635	2.8	2.8	2.8	2.8	2.8	0	2.8	2.8	0	2.8	1.01490706868232	1.60093002319336	YBR139W	YBR139W
20.34419	23.49741	21.98586	21.8285	22.77439	19.01505	21.42737	18.09708	19.27502	19.3581				+	3.4E-11	31045000	4	1	3	1	1	2	0	1	0	0	0	7.2	NaN	1.6	5.8	1.4	2.1	3	0	1.4	0	0	0	2.08635979972454	2.65154571533203	YBR142W	YBR142W
26.50522	27.25863	26.67775	26.82457	26.75812	26.33929	26.1546	26.42704	25.72583	26.82019				+	1.6299E-86	1019300000	11	5	9	6	5	6	6	3	7	2	8	27.7	NaN	17.2	27.2	18.8	15.1	21.1	20.1	8	22.2	6.4	20.4	1.32590391276573	0.511463546752932	YBR143C	YBR143C
22.42091	23.05762	23.02185	23.13987	22.01995	19.36967	18.30078	20.7679	18.93021	19.83215				+	1.3375E-14	38143000	3	1	1	2	1	1	0	0	1	0	0	14.8	NaN	7.1	7.1	10.5	7.1	6.6	2.3	2.3	3.4	2.3	2.3	3.9425465804197	3.29189567565918	YBR145W	YBR145W
22.70407	22.91616	19.83407	22.87256	20.4321	19.01027	19.64275	19.18635	19.28634	19.83163				+	6.5691E-32	22427000	1	1	1	0	1	0	0	0	0	0	0	7.9	6548	7.9	7.9	0	7.9	0	0	0	0	0	0	2.05698009617394	2.36032333374023	YBR146W	YBR146W
24.21527	25.36476	23.44443	24.97207	26.90357	23.68485	22.95003	27.8807	23.05459	25.30692					8.1055E-94	551490000	9	3	4	3	4	6	3	2	6	3	5	28.8	NaN	11.3	16.9	15.1	15.4	18.3	13.7	8.1	25.6	13.7	19.5	0.141796343847843	0.404602813720704	YBR149W	YBR149W
21.34088	22.17804	21.76134	21.99196	22.96533	20.53706	20.57302	21.3977	20.74378	22.47112					5.5389E-11	36731000	3	1	1	2	1	2	1	1	1	1	1	9.5	NaN	2.2	2.2	5.7	2.2	6	2.2	2.2	2.2	2.2	2.2	1.08640528701481	0.902970123291016	YBR151W	YBR151W
23.65884	20.0096	23.49607	19.92575	24.0089	19.80692	19.30714	19.66124	22.98487	23.99568					4.5954E-07	66984000	1	1	0	1	0	1	0	0	0	1	1	5.1	118	5.1	0	5.1	0	5.1	0	0	0	5.1	5.1	0.348447679643675	1.06865997314453	YBR154C	YBR154C
18.40796	20.00908	23.0219	20.03668	22.65167	21.67187	22.32334	19.09065	22.58334	19.94225					6.3991E-55	27197000	4	0	0	2	0	1	1	2	1	1	0	12.7	NaN	0	0	6.5	0	4.7	2.6	6.2	3.6	2.6	0	0.0990254887777439	-0.296833038330078	YBR155W	YBR155W
19.47638	21.96339	23.63434	22.32817	23.14054	21.84854	22.42139	19.66072	22.35542	21.67275					2.602E-19	49725000	4	0	1	3	1	2	1	1	0	1	1	23.2	NaN	3.7	3.7	13.4	3.7	12.4	8.7	7.4	0	7.4	3.4	0.241903546583234	0.516796493530276	YBR160W	YBR160W
19.94217	20.11843	22.47338	22.72698	23.3434	22.42654	19.4651	19.77153	21.6894	22.05989					3.4358E-17	31162000	1	0	0	1	1	1	0	0	0	1	1	2.9	10922	0	0	2.9	2.9	2.9	0	0	0	2.9	2.9	0.289767755207238	0.63838005065918	YBR162C	YBR162C
22.69104	21.61979	23.85119	23.73614	23.19678	20.98022	19.12383	22.09571	19.61684	23.61279					3.6606E-32	68897000	5	2	1	3	3	2	1	0	2	1	2	32.8	NaN	12	8.7	22.4	19.7	13.7	6	0	13.7	7.7	12	1.17083520245252	1.93311233520508	YBR164C	YBR164C
24.24409	24.08148	24.41216	25.30393	24.82065	24.43517	24.29873	24.13891	27.66139	24.84933					1.2538E-101	435300000	5	2	2	3	4	3	3	3	3	2	4	20.5	NaN	13.7	13.6	13	12.6	16.9	14	14	15.2	11.1	16.2	0.312050088340209	-0.504248046874999	YBR169C	YBR169C
19.94166	20.02933	21.29019	21.43766	19.68772	19.35416	19.4763	19.68124	20.63201	21.58797					0.00010877	11027000	2	0	0	1	1	1	0	0	0	1	1	4.7	NaN	0	0	1.8	1.8	2.9	0	0	0	1.8	1.8	0.242840581754522	0.330978012084962	YBR177C	YBR177C
31.07438	30.76533	31.54876	30.65378	31.25462	30.37741	30.63157	29.62507	30.62775	30.83771				+	1.2657E-172	18943000000	10	8	8	9	9	6	8	8	8	8	10	44.1	NaN	33.5	33.5	36.9	40.7	26.7	36.9	33.1	33.1	33.9	44.1	1.36184708467968	0.639469528198244	YPL090C;YBR181C	YPL090C;YBR181C
21.96003	18.99554	24.97705	19.94629	24.73107	21.38258	22.11506	23.01517	18.92541	19.93618					4.6523E-85	81710000	1	1	1	1	0	1	1	1	1	0	1	47.2	NaN	34.4	39	34.9	27.2	37.9	34.9	42.6	39.5	34.9	34.9	0.31689461236517	1.04711647033691	YBR189W	YBR189W
23.70166	25.08776	19.99016	23.63267	27.12436	22.97421	22.7962	18.63353	24.01674	25.61518					1.295E-45	292500000	2	1	1	0	2	1	1	1	0	1	1	51.9	NaN	41.9	46.2	44.4	46.9	41.9	46.2	46.2	39.4	41.9	40.6	0.282323453405747	1.10015106201172	YBR191W	YBR191W
31.2992	31.30742	31.36411	31.2553	31.43002	30.9583	31.26394	30.91883	31.31527	31.36145					0	25646000000	19	16	15	14	13	12	13	14	13	13	14	47.5	NaN	40.1	40.1	37.7	34.7	30.7	33	39.4	36.1	34.7	37.4	0.900217714782241	0.167652130126953	YBR196C	YBR196C
21.45106	21.96113	21.73958	21.79559	21.92528	22.32797	22.52152	21.24586	19.72545	19.85211					4.3984E-09	31847000	3	1	1	1	1	1	2	2	1	0	0	6	NaN	1.9	1.9	1.9	1.9	1.9	4.3	3.6	1.9	0	0	0.500516411010637	0.639942550659178	YBR198C	YBR198C
22.07597	18.75096	21.78692	18.89751	22.06128	20.30004	22.06283	18.38566	22.0763	18.80624					2.0048E-13	21219000	1	1	0	1	0	1	0	1	0	1	0	2.7	8714	2.7	0	2.7	0	2.7	0	2.7	0	2.7	0	0.134997633957113	0.388315963745118	YBR214W	YBR214W
20.05036	21.17347	19.65291	20.25695	22.03701	20.86944	20.86642	21.3412	20.42624	18.55881					7.9525E-08	15814000	2	0	1	0	1	1	2	1	1	1	0	2.8	NaN	0	1.5	0	1.3	1.5	2.8	1.5	1.3	1.5	0	0.129976773646729	0.221716690063477	YBR216C	YBR216C
25.54731	23.0076	25.83236	25.78082	25.92007	25.18971	25.14779	25.46457	25.2186	23.17691					3.3884E-148	408630000	6	4	1	4	4	4	5	4	4	4	2	27.4	NaN	11.9	9.4	12.5	15.8	11.3	20.1	12.1	12.1	13.1	10.4	0.220458615114028	0.378114700317383	YBR218C	YBR218C
27.4259	27.22536	27.49106	27.47212	27.10699	26.59078	27.02591	26.37834	26.61063	25.82479				+	1.3192E-78	1343400000	7	5	5	6	5	4	5	5	3	4	4	27.6	NaN	21.3	21.9	24.6	21.3	18.6	21.3	21.3	10.7	18.3	18.3	2.45599305402646	0.858200454711913	YBR221C	YBR221C
20.57126	21.18392	21.03872	18.64939	21.37703	18.91976	19.11907	19.73799	21.59836	19.90876					4.6132E-23	8818000	2	1	1	1	0	1	0	0	0	0	0	2.8	NaN	1	1	1	0	1.8	0	0	0	0	0	0.478061644451534	0.707277679443362	YBR229C	YBR229C
23.33415	23.23742	24.98915	20.0031	24.19663	22.66117	19.9109	19.39979	22.50795	19.57116					0.0038512	85591000	1	1	1	1	0	1	1	0	0	1	0	3.4	6365	3.4	3.4	3.4	0	3.4	3.4	0	0	3.4	0	1.15612657782639	2.34189758300781	YBR233W	YBR233W
22.7331	22.74636	22.45689	22.20708	22.43576	21.77511	22.11956	22.15112	21.77612	19.73005					0.00015837	46674000	1	1	1	1	1	1	1	1	1	1	0	9.6	4737	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	0	1.20822821923754	1.0054458618164	YBR233W-A	YBR233W-A
25.62717	26.33584	25.82172	26.4574	26.08389	25.66101	25.47141	25.83872	24.97049	25.13973				+	1.1807E-54	588540000	8	4	6	3	7	5	5	3	5	3	4	30.2	NaN	16.7	22.7	14.1	24.7	22.7	20.6	13.3	22.9	14.6	20.1	1.70742312153917	0.64893379211426	YBR234C	YBR234C
19.96179	20.08533	21.90113	19.66456	20.5398	19.92587	21.07848	20.22247	21.09333	19.38675					2.5513E-09	10588000	2	0	0	1	0	0	2	2	1	2	0	4.8	NaN	0	0	2.5	0	0	4.8	4.8	2.3	4.8	0	0.0620246815694956	0.089140701293946	YBR236C	YBR236C
25.45174	25.89081	25.60575	26.34907	25.88735	25.53635	25.32852	25.66484	24.94677	26.21972					1.2913E-88	561200000	4	3	3	2	3	2	4	4	4	3	3	37.7	NaN	31.5	31.5	21.6	31.5	27.2	32.7	37.7	37.7	31.5	26.5	0.546761349477472	0.297700119018554	YBR244W	YBR244W
21.14936	21.03671	20.10623	22.20198	21.39624	18.80861	20.40852	19.55896	22.35625	21.14165					7.0767E-36	16896000	4	1	1	1	2	1	0	1	0	0	1	4.3	NaN	1.1	1	0.9	2	1.3	0	1.1	0	0	1.1	0.477228389722823	0.723304748535156	YBR245C	YBR245C
21.1237	23.79392	23.48025	22.51925	24.17394	20.85833	21.46199	21.45322	20.81441	22.47095				+	1.0909E-143	68788000	9	2	2	3	2	4	1	1	1	1	2	22.8	NaN	4.8	4.1	9.9	5	8.5	2.9	2.1	2.9	2.1	7.5	1.48381933537662	1.6064323425293	YBR247C	YBR247C
27.01116	27.37152	26.90196	26.86183	27.5708	25.9666	25.97003	26.35907	26.06723	26.43282				+	8.5103E-98	1133900000	18	8	12	8	8	11	6	6	9	8	7	37.9	NaN	20.1	26.6	19.6	16.5	27	14.3	13.4	20.7	14.9	15.8	3.36791324634309	0.984307861328126	YBR248C	YBR248C
28.21794	28.89058	29.25449	29.43233	29.56154	28.58849	28.94902	28.40621	28.21443	28.33356					4.2718E-130	4894400000	12	7	7	9	7	10	6	6	8	6	7	48.1	NaN	34.9	28.9	37.6	38.1	38.4	32.2	32.2	38.9	30.3	30.8	1.15993278460416	0.57303771972656	YBR249C	YBR249C
18.93414	19.75162	21.64412	22.70159	19.69139	18.68303	21.76459	19.21506	19.27077	19.74132					9.5367E-13	10945000	4	0	0	1	2	1	0	0	0	0	0	19.9	NaN	0	0	2.9	13.4	3.6	0	0	0	0	0	0.414556435658571	0.809619522094724	YBR251W	YBR251W
24.86349	25.40753	23.2839	25.37514	25.38634	24.12139	24.33252	24.80445	24.73123	25.45234					1.5047E-17	315060000	3	2	2	1	3	3	2	2	2	2	2	19.7	NaN	13.6	11.6	8.2	19.7	19.7	13.6	13.6	13.6	13.6	11.6	0.143808825989251	0.174895858764646	YBR252W	YBR252W
23.83084	23.21239	22.45091	23.0409	22.83732	23.09843	23.1962	22.6319	22.03345	22.51171					3.6503E-31	81861000	2	2	1	1	1	1	2	2	1	1	1	11.8	NaN	11.8	5	5	5	5	11.8	11.8	5	5	5	0.592635838461323	0.380134201049806	YBR256C	YBR256C
18.69102	21.57616	20.00124	21.54042	21.84123	19.22891	22.5147	19.57025	20.8923	19.38197					0.0027784	11880000	1	0	1	0	1	1	0	0	0	1	0	9.2	3797	0	9.2	0	9.2	9.2	0	0	0	9.2	0	0.188784695760968	0.412386322021483	YBR258C	YBR258C
27.46435	28.16806	27.44031	28.48792	28.63803	27.37741	27.31734	27.95842	27.04552	27.99943					1.9546E-154	2472400000	16	10	9	10	8	11	10	7	10	9	8	40.6	NaN	27.8	21.4	24.3	20	31.2	27.3	19	27.3	24.3	21	0.824111194888843	0.500109100341799	YBR263W	YBR263W
22.17716	21.58279	21.70447	22.12455	21.66214	21.73422	21.59446	21.01066	21.33211	22.2108					1.0824E-06	35454000	2	1	1	1	1	1	1	1	1	1	2	6.1	NaN	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	6.1	0.552484591925112	0.273774719238283	YBR267W	YBR267W
22.29718	22.04237	23.05679	22.09217	23.70988	21.2535	22.16478	21.81933	21.76899	20.17851				+	1.5796E-58	50866000	3	1	1	2	1	3	1	1	1	1	0	31.2	NaN	8.7	8.7	22.5	8.7	31.2	8.7	8.7	8.7	8.7	0	1.45706745291447	1.2026554107666	YBR269C	YBR269C
20.01745	19.90868	20.76263	21.58628	21.06415	20.50339	20.55103	19.21027	20.63387	22.04322					5.8096E-11	11770000	1	0	0	1	1	1	1	1	0	1	0	2.7	6370	0	0	2.7	2.7	2.7	2.7	2.7	0	2.7	0	0.0513260216351305	0.0794834136962876	YBR272C	YBR272C
21.65071	23.17373	23.45889	23.34868	24.33538	22.20494	22.73434	22.57131	23.10574	23.9974					5.9358E-33	99953000	8	1	3	2	2	4	1	2	2	3	4	23.8	NaN	3.8	8.3	7.6	5.8	12.4	5.4	9.2	9.4	9.4	11.7	0.204821751734305	0.270732879638672	YBR279W	YBR279W
21.76223	23.16076	22.37385	23.02241	22.18208	22.62781	20.87703	20.00821	20.22068	22.75387					3.7828E-52	47128000	7	1	2	2	3	2	3	1	0	0	1	10	NaN	1.4	2.6	2.7	5.9	1.7	4.9	1.6	0	0	1	1.00798900770178	1.20274353027344	YBR281C	YBR281C
27.45152	27.93988	27.61077	28.11615	27.19573	27.83611	27.16154	27.90529	26.97684	27.29465					5.1763E-123	2028500000	7	3	4	4	4	4	4	4	4	4	4	17.9	NaN	9.7	11.7	11.9	11.7	11.7	11.7	12.1	11.7	12.1	11	0.413734066404651	0.227921676635741	YBR286W	YBR286W
22.82947	23.14681	20.66432	22.87869	19.7998	19.92453	19.46088	21.87621	21.79178	22.79778					4.4981E-35	31653000	3	2	2	1	1	1	1	0	0	2	0	9.1	NaN	6.8	6.8	2.9	3.9	2.3	2.9	0	0	6.2	0	0.32117035168367	0.693582153320314	YBR288C	YBR288C
26.3228	26.35741	26.41398	26.96719	26.88611	25.04452	25.68421	25.87129	24.9554	26.05625				+	7.7222E-72	766770000	7	3	4	3	5	4	4	5	5	5	3	25.6	NaN	13.9	16.8	13.9	21.4	16.5	16.2	18.4	20.7	17.2	14.2	2.45090434997885	1.06716766357422	YCL009C	YCL009C
23.9878	23.01349	22.29902	19.82389	22.46511	20.15074	20.40105	22.6321	18.83451	19.72581					1.1232E-24	36053000	4	1	1	1	0	2	0	0	0	0	0	11.7	NaN	4.7	2.1	2.3	0	7.3	0	0	0	0	0	1.16689014557991	1.96901779174804	YCL011C	YCL011C
25.22255	23.66666	25.0035	25.22762	23.73376	21.56113	23.44114	22.10338	22.14355	22.87144				+	2.1026E-36	170640000	7	4	3	4	3	2	1	3	1	1	2	20.9	NaN	12.5	8.5	9.7	11.1	6.8	2.4	7.2	2.4	3.4	4.8	2.6511178955587	2.14668998718262	YCL017C	YCL017C
22.18386	23.43886	21.33604	23.40523	23.98512	23.36239	20.84583	23.23814	19.33898	23.67282					1.423E-65	83095000	4	2	1	1	2	3	3	1	2	1	2	6.8	NaN	3.8	1.2	1.6	1.8	4.1	3.5	2.2	1.1	0.6	2.5	0.346419054585204	0.778189849853518	YOR343W-B;YLR410W-B;YGR161W-B;YFL002W-A;YDR210W-B;YCL019W;YOR192C-B;YDR034C-D;YBL100W-B;YDR261W-B;YOR343W-A;YOR192C-A;YLR410W-A;YGR161W-A;YFL002W-B;YDR261W-A;YDR210W-A;YDR034C-C;YCL020W;YBL100W-A	YOR343W-B;YLR410W-B;YGR161W-B;YFL002W-A;YDR210W-B;YCL019W;YOR192C-B;YDR034C-D;YBL100W-B;YDR261W-B
22.51364	22.00045	23.60128	22.86412	22.96251	22.48365	22.17539	23.33197	23.35353	23.5798					7.3312E-25	83135000	2	1	1	2	1	1	1	1	2	2	2	10.6	NaN	5.7	5.7	10.6	5.7	5.7	5.7	5.7	10.6	10.6	10.6	0.207307887747814	-0.196471023559567	YCL028W	YCL028W
27.3396	27.97918	27.72573	27.97202	26.96763	27.65683	27.50044	27.97613	27.63222	27.76648					1.0379E-224	2152800000	23	9	11	10	12	7	13	10	13	14	14	36.4	NaN	14.9	17	17.4	20.8	12.8	20.9	17	22.5	22.7	23.2	0.209048339193392	-0.109585189819335	YCL030C	YCL030C
19.68573	19.56934	21.73016	19.47964	20.45204	20.32499	20.80018	19.55472	19.74922	20.67157					4.0436E-06	7499400	1	0	0	1	0	0	1	1	0	1	0	6.5	4181	0	0	6.5	0	0	6.5	6.5	0	6.5	0	0.0259289439645614	-0.0367519378662138	YCL033C	YCL033C
20.23549	19.91982	21.57455	19.3625	21.8321	19.03455	19.58573	20.50214	19.39387	23.48358					6.967E-29	21969000	2	1	1	1	1	1	0	1	0	1	2	8.5	NaN	4.8	4.8	4.8	4.8	4.8	0	4.8	0	4.8	8.5	0.0711595306252046	0.184917449951172	YCL034W	YCL034W
26.32795	24.63987	26.19781	26.06969	26.72078	26.03253	25.29915	26.14507	25.54253	26.2396					2.0536E-73	680620000	5	5	3	4	5	3	5	4	5	5	4	65.5	NaN	65.5	40	54.5	65.5	39.1	65.5	50.9	65.5	65.5	53.6	0.133112436209239	0.139442825317385	YCL035C	YCL035C
27.04926	26.10771	27.38542	26.85507	26.45519	26.40516	27.11416	25.19989	26.55805	26.18236					6.8406E-78	1047500000	11	6	3	6	4	6	3	4	3	5	4	34.6	NaN	21.2	11.8	16.1	16.4	17.5	10.8	16.4	10.8	18.4	14.1	0.603588816092711	0.478606414794921	YCL037C	YCL037C
26.72234	26.25263	26.10239	26.44873	24.87324	26.0246	24.80045	25.59523	26.01933	27.13936					4.7154E-89	749070000	13	8	7	7	8	3	5	6	6	4	7	36.2	NaN	26.4	20.8	22.6	21.2	10.2	12.6	15.6	16.2	13.2	19	0.125611292062695	0.164072799682618	YCL040W	YCL040W
27.86544	28.26548	29.01534	28.37836	29.6335	27.96124	27.56224	27.97356	27.24871	28.79616					0	3640300000	21	11	11	14	15	14	13	11	11	11	10	48.9	NaN	34.1	33.5	36	39.1	39.3	34.5	33	32.2	31.4	31.2	0.94988315168118	0.723243713378906	YCL043C	YCL043C
27.77008	27.92434	27.84254	27.74951	29.13858	28.50764	27.89145	28.33253	27.11347	28.08005					3.8031E-180	2938500000	16	7	11	8	8	10	8	7	9	5	10	68.8	NaN	38.3	52.3	43	39.6	50.5	42.4	36.8	48	23.1	47.7	0.103644668684923	0.0999828338623061	YCL050C	YCL050C
26.37355	26.99583	26.61569	26.5534	26.70649	25.5192	25.4096	26.23954	23.6919	25.79146				+	1.2342E-176	775120000	11	6	8	6	5	5	5	7	7	4	4	19.7	NaN	11.9	14.6	11.4	10.5	10.1	9.6	13.6	14	8.3	7.6	1.73967283887356	1.31864852905274	YCL057W	YCL057W
23.49607	19.56462	21.93772	20.84007	19.43376	19.4647	20.92535	21.39053	21.37151	19.29147					2.3446E-10	25179000	3	2	0	1	1	0	0	1	1	1	0	8.9	NaN	6.3	0	3.8	3.8	0	0	3.8	2.5	3.8	0	0.264833328476748	0.565736007690429	YCL059C	YCL059C
22.06299	20.35196	22.19412	19.83519	19.19286	22.17219	22.28263	22.20356	21.7772	21.94974					0.00023911	31483000	1	1	0	1	0	0	1	1	1	1	1	3.9	7258	3.9	0	3.9	0	0	3.9	3.9	3.9	3.9	3.9	1.24188777824892	-1.34963912963867	YCL064C	YCL064C
24.81705	24.6115	24.90228	24.68309	25.74748	24.1043	23.89041	24.20202	23.63843	24.61588				+	1.6142E-67	261470000	7	4	3	4	3	6	3	2	3	2	3	24.5	NaN	16.5	12.7	13	13.7	20.8	9.9	7.8	13.7	7.8	13	1.95648774034013	0.862069702148435	YCR002C	YCR002C
21.92005	22.19513	23.28221	20.84422	23.18329	18.98527	19.02911	21.21205	18.72289	19.18034				+	1.2543E-07	28006000	2	1	0	1	1	1	0	0	1	0	0	11.3	NaN	6.5	0	4.9	6.5	4.9	0	0	6.5	0	0	2.6918705217153	2.85904884338379	YCR004C	YCR004C
23.69019	22.94098	21.49126	21.62694	20.5072	23.53172	23.0784	21.07032	22.86558	20.98753					4.0489E-44	52629000	2	1	0	1	2	0	2	1	1	1	1	6.5	NaN	3.5	0	3	6.5	0	6.5	3.5	3	3.5	3	0.124699968729454	-0.255394363403322	YCR005C	YCR005C
19.84185	22.22255	22.02262	23.3453	23.45613	19.31536	18.91863	22.06072	18.59677	19.05477				+	1.6392E-06	35694000	2	0	1	1	1	2	0	0	1	0	1	9.8	NaN	0	4.9	4.9	4.9	9.8	0	0	4.9	0	4.9	1.67459079954144	2.58844337463379	YCR009C	YCR009C
33.93921	34.00897	34.16294	34.13889	34.26094	33.60134	33.64302	33.79546	33.5797	33.87252				+	0	162410000000	32	28	27	26	27	29	29	30	28	29	29	80.5	NaN	67.5	72.8	72.8	73.8	78.4	76.9	80.3	76.9	78.4	78.4	2.96338322950356	0.403780364990233	YCR012W	YCR012W
22.45405	22.98602	19.64821	23.15709	20.1785	23.19748	23.20422	19.11961	21.90731	22.1022					3.8751E-14	51126000	2	1	1	0	1	0	2	2	0	1	1	12.4	NaN	8.3	8.3	0	8.3	0	12.4	12.4	0	8.3	8.3	0.076658498780259	-0.221389007568359	YCR016W	YCR016W
25.65865	25.03561	23.33497	25.34618	25.78242	25.03871	25.22685	21.69358	23.96252	19.84437					1.2857E-81	292730000	4	3	2	2	3	3	2	2	2	1	1	34.8	NaN	28.9	17.8	22.2	28.9	28.9	17.8	17.8	22.2	5.9	11.1	0.869867167045081	1.87835845947265	YCR028C-A	YCR028C-A
21.56955	19.92616	21.99811	21.08213	21.7872	19.16889	21.52874	19.71545	21.15746	21.47788					3.1014E-71	23872000	8	2	2	1	1	1	1	2	1	2	1	12.3	NaN	3.9	2.4	1.1	1.8	1.6	2.8	4.5	0.8	2.5	1.6	0.507772144990835	0.662944030761718	YCR030C	YCR030C
